id,text,word_count,language,source,source_type,collection_date,sdg_labels,primary_sdg,sdg_targets,confidence,annotation_notes,synthetic_sdg
cbe136fc,"Farmers in Moga report that the government's push for water-intensive paddy cultivation is depleting groundwater reserves at an alarming rate. ""Our fields used to have water year-round, but now the wells are running dry even in the rainy season. We need to diversify our crops and shift to less thirsty alternatives, but the government keeps providing subsidies for paddy."" Promoting sustainable water management practices in agriculture is crucial for long-term food security.",72,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk discusses the unsustainable nature of water-intensive paddy cultivation and the need to diversify crop choices to conserve natural resources, which aligns with the goals of SDG 12.",12
6ebd05d4,"In Fatehgarh Sahib, a group of women have started a community seed bank to preserve traditional crop varieties and promote organic farming. ""Our ancestors grew a diverse array of grains, vegetables, and fruits. But now, everything is just wheat and paddy. We want to revive those old seeds and farming practices to improve soil health and nutrition."" Supporting grassroots initiatives to conserve agricultural biodiversity can contribute to more sustainable food systems.",71,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk highlights a community-led effort to preserve traditional crop varieties and promote organic farming, which supports the goals of SDG 12 on responsible consumption and production.",12
fe41e482,"Farmers in Barnala are struggling with the impacts of climate change, including erratic rainfall patterns and more frequent pest outbreaks. ""The weather is so unpredictable now - our crops are failing, and we have to use more pesticides to protect them. We need better information and support from the government to adapt our farming practices to these new challenges."" Building resilience in agricultural systems is crucial for sustainable production in the face of environmental changes.",75,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk discusses the challenges faced by farmers due to climate change, which necessitates the adoption of more sustainable and resilient agricultural practices in line with SDG 12.",12
63a2f53f,"In Hoshiarpur, a group of young entrepreneurs have started a social enterprise to collect and process crop residues, using them to produce biofuel and organic fertilizers. ""All this stubble is just being burned, polluting the air and wasting valuable resources. We wanted to find a way to turn it into something useful for farmers and the environment."" Promoting circular economy solutions in the agricultural sector can help reduce waste and foster sustainability.",72,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk describes a social enterprise that is addressing the issue of crop residue management, a key challenge related to sustainable consumption and production patterns (SDG 12).",12
af0cca38,"Farmers in Nawanshahr report that the overuse of chemical pesticides is causing a decline in pollinator populations, threatening the productivity of their crops. ""We used to see so many bees and butterflies in our fields, but now they're almost gone. The pesticides are killing them off, and we're losing our natural pollinators."" Transitioning to more sustainable pest management practices, including organic methods and habitat restoration, can help restore biodiversity and ecosystem services.",72,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk discusses the negative impact of pesticide overuse on pollinator populations, which is a key challenge related to sustainable agriculture and production systems (SDG 12).",12
71d4eecd,"In Ropar, a community-based initiative is working to establish urban organic gardens and compost hubs to reduce food waste and promote sustainable consumption habits. ""So much good food is thrown away in our cities, while people in the villages struggle with hunger. We want to show that everyone can grow their own healthy produce and reduce their environmental footprint."" Scaling up such community-driven solutions can contribute to more sustainable and equitable food systems.",73,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk describes a community-led initiative that addresses both food waste reduction and urban food production, which are key focus areas of SDG 12 on responsible consumption and production.",12
ee0ca42e,"In Ludhiana district, we face a crisis of overuse of pesticides and chemical fertilizers. Our paddy and wheat monoculture has depleted the soil, and the pesticide runoff contaminates our water. Many villagers suffer from cancer linked to the chemicals. We need to transition to sustainable, organic farming methods that rebuild soil health without harmful toxins.",55,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk discusses unsustainable agricultural practices like pesticide overuse and monoculture, which are key challenges under SDG 12 on responsible consumption and production.",12
eeb06ee5,"Every year in October, the fields around my village in Sangrur are set ablaze to clear the paddy stubble before the next wheat crop. The choking smoke blankets the entire district for weeks, making it hard to breathe. This stubble burning is a major source of air pollution, but farmers feel they have no other affordable option to prepare the land quickly. We need government support for alternative stubble management that is cost-effective and sustainable.",75,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk describes the problem of stubble burning, a major source of air pollution that needs to be addressed for sustainable agriculture under SDG 12.",12
f1132520,"In my village in Moga district, we have started an organic vegetable cooperative. We use natural farming methods without chemical pesticides or fertilizers, and deliver fresh produce directly to urban consumers. The crops are more resilient and the soil is getting healthier each year. While the yields are slightly lower, the premium prices make it economically viable. We hope to expand this model of sustainable, chemical-free agriculture across the region.",70,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk describes a successful model of organic, sustainable agriculture that aligns with the goals of SDG 12.",12
f9be620c,"As an agricultural extension officer in Jalandhar, I see firsthand how the over-application of chemical fertilizers and pesticides is devastating the soil health of our farmlands. The excess nutrients leach into waterways, polluting drinking water and killing aquatic life. Farmers are trapped in a cycle of rising input costs and declining yields. We urgently need to promote sustainable farming practices that restore the natural fertility of the soil.",68,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk discusses the harms of excessive chemical fertilizer and pesticide use, a key challenge under SDG 12 on responsible consumption and production in agriculture.",12
5cfd1056,"Last month, I visited a natural farming training camp in Barnala district organized by a local NGO. The farmers learned techniques like vermicomposting, crop rotation, and natural pest management. Many were skeptical at first, but after seeing the improved yields and reduced input costs on the demonstration plots, they are now enthusiastic to adopt these sustainable practices on their own farms. With the right support, we can transition the entire farming community towards chemical-free, climate-resilient agriculture.",76,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk describes a successful initiative to promote sustainable, organic farming practices, which aligns with the goals of SDG 12.",12
a7120571,"In my village in Bathinda district, we used to burn the paddy stubble every year after harvest. But now the air pollution was so severe that the government banned the practice. Many farmers were initially resistant, but we've found that incorporating the stubble into the soil using a happy seeder machine actually improves soil fertility for the next wheat crop. The upfront cost was high, but the long-term benefits of this sustainable approach are clear.",75,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,This chunk describes how a ban on stubble burning and adoption of sustainable practices like using a happy seeder machine aligns with SDG 12 on responsible consumption and production.,12
a9024099,"As a procurement officer for the Food Corporation of India in Amritsar, I see enormous food waste in our supply chain. Tons of wheat and rice are lost to poor storage, pests, and spoilage before reaching consumers. We urgently need better infrastructure like climate-controlled warehouses and improved logistics to minimize post-harvest losses. Reducing this waste would make our food system more sustainable and ensure better livelihoods for our farmers.",69,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk discusses the problem of food waste in the supply chain, which is a key challenge under SDG 12 on responsible consumption and production.",12
7f072a19,"In my district of Fatehgarh Sahib, many farmers have turned to organic, natural farming methods after seeing the harmful health and environmental impacts of chemical-intensive agriculture. They use techniques like green manuring, intercropping, and biopesticides to improve soil fertility and biodiversity without synthetic inputs. The initial transition was difficult, but now these farmers are earning premium prices for their chemical-free produce in urban markets. Their success is inspiring others to follow suit.",72,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk describes a transition to sustainable, organic farming practices that align with the goals of SDG 12 on responsible consumption and production.",12
acfbbeb4,"As a journalist reporting from Kapurthala, I've covered how the paddy-wheat monoculture has depleted groundwater levels to critical levels. Farmers have to dig deeper wells each year to access the dwindling water table. This unsustainable over-extraction is putting the entire region's water security at risk. We need to urgently diversify cropping patterns, promote alternative crops like maize and pulses, and adopt water-saving techniques like direct seeding of rice to conserve this precious resource.",73,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk discusses the unsustainable use of water resources in agriculture, a key challenge under SDG 12 on responsible consumption and production.",12
d60e6cfe,"In my village in Hoshiarpur district, we've started a community composting program to turn food and agricultural waste into nutrient-rich fertilizer. Households separate their organic waste, and a team of volunteers manages the composting process. We then distribute the compost to local farmers, who report healthier soils and better crop yields without relying on costly chemical fertilizers. This circular economy approach is a win-win for the environment and our livelihoods.",70,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk describes a community-level initiative to reduce food and agricultural waste through composting, which aligns with the goals of SDG 12 on responsible consumption and production.",12
d195682e,"I am a smallholder farmer in Mansa district, and I've seen firsthand how the excessive use of pesticides on our paddy and wheat crops is devastating local ecosystems. The chemicals are killing off beneficial insects, birds, and other wildlife. Our fields used to be teeming with biodiversity, but now we only see a few hardy species. I've started experimenting with natural pest management and organic fertilizers, and my yields have remained stable while input costs have gone down. We need more support to transition the whole community to sustainable agriculture.",90,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk discusses the negative environmental impacts of excessive pesticide use in agriculture, which is a key challenge under SDG 12 on responsible consumption and production.",12
fd3e4c42,"As a procurement officer for a major food retailer in Ludhiana, I'm concerned about the high levels of food waste in our supply chain. Improper storage, spoilage, and damage during transport result in huge losses, especially for perishable fruits and vegetables. We need investment in cold chain infrastructure, better logistics planning, and partnerships with farmers to minimize this waste. Reducing post-harvest losses is crucial for building a more sustainable and efficient food system.",73,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk discusses the problem of food waste in the supply chain, which is a key challenge under SDG 12 on responsible consumption and production.",12
33550261,"I am an agricultural extension officer in Mohali district, and I've been promoting organic farming techniques to local smallholder farmers. Many are eager to transition away from chemical-intensive practices, but they face barriers like lack of access to organic inputs, higher upfront costs, and uncertainty about yields. To support this shift, the government should provide subsidies, technical training, and market linkages for farmers adopting sustainable agriculture. With the right incentives, we can make organic farming a viable livelihood option.",79,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk discusses the barriers to adopting sustainable, organic farming practices and the need for government support, which aligns with the goals of SDG 12 on responsible consumption and production.",12
cfda492d,"I live in a village in Patiala district, and every year the air becomes almost unbreathable in October and November due to stubble burning. The smoke from thousands of burning paddy fields blankets the entire region, causing respiratory problems and reducing visibility on the roads. While the government has banned this practice, many farmers still do it secretly as they lack affordable alternatives for rapid field clearing. We need coordinated efforts to provide subsidies and machinery support for sustainable stubble management.",81,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk describes the problem of stubble burning, a major source of air pollution that needs to be addressed for sustainable agriculture under SDG 12.",12
2f6178d2,"As a procurement officer for a major food processing company in Kapurthala, I've seen how poor post-harvest handling and storage leads to massive food losses. Fruits and vegetables often spoil before reaching consumers, while grains and pulses get infested with pests. We urgently need to invest in modern cold storage facilities, hermetic silos, and improved transportation to reduce this waste. Minimizing food loss is crucial for ensuring food security and building a more sustainable food system.",76,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk discusses the problem of food waste in the supply chain, which is a key challenge under SDG 12 on responsible consumption and production.",12
e6cda81a,"I am a farmer in Sangrur district, and I've been experimenting with natural farming techniques like vermicomposting, intercropping, and biopesticides. While the initial transition was challenging, I've found that these sustainable practices improve soil health, reduce input costs, and make my crops more resilient to pests and climate risks. My yields may be slightly lower, but the premium prices I get for my chemical-free produce make it worthwhile. I'm now helping other farmers in my village adopt these regenerative agriculture methods.",81,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk describes a farmer's successful transition to sustainable, organic farming practices that align with the goals of SDG 12.",12
77dcda61,"As a member of a women's self-help group in Muktsar district, I'm leading an initiative to compost agricultural waste and food scraps from our village. We collect the organic matter, mix it with cow dung, and turn it into nutrient-rich fertilizer. Many of us then use this compost on our home gardens, while the surplus is sold to local farmers at affordable prices. This circular economy approach reduces waste, improves soil health, and provides an additional income stream for our families.",81,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk describes a community-level initiative to reduce food and agricultural waste through composting, which aligns with the goals of SDG 12 on responsible consumption and production.",12
ce3c25dd,"As an agricultural officer in Jalandhar district, I've been working with local farmers to adopt sustainable, climate-smart agriculture practices. Many are switching to low-till or no-till methods that retain crop residues and improve soil moisture and fertility. Others are diversifying their crop rotations, growing alternative crops like maize, pulses, and oilseeds alongside the traditional paddy-wheat cycle. These changes not only make the farms more resilient, but also reduce the need for synthetic inputs and lower the environmental footprint.",78,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk describes the adoption of sustainable agriculture practices like low-till farming and crop diversification, which align with the goals of SDG 12 on responsible consumption and production.",12
cbd719db,"I am a smallholder farmer in Fazilka district, and I've seen how the overuse of chemical fertilizers and pesticides on our paddy and wheat crops has depleted the soil quality and contaminated our water sources. Many villagers now suffer from various health problems linked to these toxic substances. I've started experimenting with organic farming methods like green manuring, integrated pest management, and multi-cropping. While the transition has been difficult, my yields have remained stable, and I'm earning a premium price for my chemical-free produce.",84,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk discusses the negative impacts of excessive chemical inputs in agriculture and a farmer's transition to sustainable, organic farming practices, which aligns with the goals of SDG 12.",12
0cb6ae26,"As a procurement officer for a major food retailer in Ludhiana, I'm deeply concerned about the high levels of food waste in our supply chain. Improper storage, spoilage, and damage during transport result in huge losses, especially for perishable fruits and vegetables. We need to invest in cold chain infrastructure, improve logistics planning, and forge closer partnerships with farmers to minimize this waste. Reducing post-harvest losses is crucial for building a more sustainable and efficient food system that can feed our growing population.",83,en,synthetic_sdg12,synthetic,2026-05-13,[12],12,,high,"This chunk discusses the problem of food waste in the supply chain, which is a key challenge under SDG 12 on responsible consumption and production.",12
3cc872fe,"Fishermen in Fazilka district of Punjab are struggling as the Sutlej river they depend on is choked with industrial waste and effluents. ""The water is black and toxic, killing off fish and other aquatic life. We cannot catch enough to feed our families anymore,"" says Jagdeep, a local fisherman. The state pollution control board has identified multiple dyeing and textile units discharging untreated waste directly into the river, but lacks resources to enforce regulations consistently.",75,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk discusses river pollution, its impact on fisheries and aquatic life, which are key aspects of SDG 14 on life below water.",14
9af913e2,"Farmers in Gurdaspur have stopped using water from the Beas river for irrigation after a recent fish kill incident. ""The water turned white and frothy, and thousands of fish washed up dead on the banks. We suspect some industrial unit upstream dumped toxic chemicals,"" says Jasvir, a local farmer. The state government has promised to investigate the source of pollution, but villagers remain skeptical about any real action being taken to protect the river ecosystem.",75,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk discusses river pollution leading to a fish kill incident, which impacts aquatic life and biodiversity - a key aspect of SDG 14.",14
5214d058,"A recent survey by the Punjab Wetland Authority found that over 40% of the state's natural ponds and wetlands have dried up or been encroached upon in the last decade. ""Increasing urbanization and lack of groundwater recharge has led to the disappearance of these vital water bodies. This is devastating for local biodiversity and migratory bird populations that depend on these ecosystems,"" says Rajesh Kumar, the Authority's director.",68,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk discusses the loss of wetlands and ponds, which are important aquatic ecosystems that support biodiversity - a key aspect of SDG 14.",14
1996cda1,"Fishermen in Sangrur district have reported a steady decline in their catch from the Ghaggar river over the past five years. ""We used to get a variety of fish like rohu, catla and mrigal. But now the river is dominated by hardy species like carp that can tolerate pollution. The diversity has crashed,"" says Lakhwinder, a local fisherman. Authorities blame the discharge of untreated effluents from nearby dyeing and electroplating units for the deterioration of the river's aquatic life.",79,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk discusses the declining diversity of fish species in a river due to industrial pollution, which is a key issue under SDG 14 on life below water.",14
4bb4332e,"The once-vibrant wetlands of Ropar district are now choked with water hyacinth and other invasive species. ""The Sutlej river that feeds these wetlands is so polluted that native aquatic plants and fish cannot survive. This is devastating for the hundreds of migratory birds that used to flock here every winter,"" says Amrit, a local naturalist. The state government has allocated funds to restore some of the wetlands, but locals are skeptical about any meaningful change without addressing the root cause of industrial pollution.",83,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk discusses the degradation of wetland ecosystems due to river pollution, which impacts aquatic biodiversity and migratory birds - important aspects of SDG 14.",14
ab629ef9,"Dharamkot village in Moga district has seen its community pond, a vital source of water for irrigation and livestock, become unusable due to dumping of waste. ""The pond is black and stinking. Our buffaloes refuse to drink from it, and the vegetables we grow with this water are unsafe to eat,"" says Kulwinder, a local farmer. The panchayat (village council) has appealed to the district administration to clean up the pond, but bureaucratic red tape has delayed any concrete action so far.",82,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk discusses the pollution of a community pond, which is an important local water body, impacting its use for irrigation, livestock, and potentially food production - all of which are related to SDG 14 on life below water.",14
718073c8,"The Shahpur Kandi dam project on the Ravi river in Pathankot district has faced protests from local fishermen. ""The dam will submerge our traditional fishing grounds and disrupt the river's natural flow, impacting the fish population. We depend on the Ravi for our livelihoods - this project will destroy our way of life,"" says Jagtar, a fisherman. The state government maintains the dam is vital for irrigation and flood control, but has promised to compensate affected fishermen communities.",78,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk discusses the impact of a dam project on a river, which can disrupt aquatic ecosystems and fisheries - key aspects of SDG 14 on life below water.",14
08cb7a92,"Fishermen in Jalandhar are alarmed by the sharp decline in their catch from the Sutlej river in recent years. ""We used to get a variety of fish like rohu, catla and murrel. But now the river is dominated by hardy species like tilapia that can tolerate pollution. The diversity has crashed,"" says Jorawar, a local fisherman. Authorities blame the discharge of untreated industrial effluents and domestic sewage for the deterioration of the river's aquatic life.",75,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk discusses the declining diversity of fish species in a river due to industrial and domestic pollution, which is a key issue under SDG 14 on life below water.",14
fd76660b,"The Ghaggar river in Patiala district has turned into a toxic stream, with the state pollution control board identifying over 50 dyeing and textile units discharging untreated waste directly into the water. ""The river has become a sewage canal - the stench is unbearable and all aquatic life has been destroyed,"" says Kulwant, a local farmer. Villagers have staged protests demanding immediate action, but say the authorities have been slow to crack down on the polluting industries.",77,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk discusses severe pollution of a river from industrial discharge, leading to the destruction of aquatic life - a key aspect of SDG 14.",14
17804854,"The Harike wetlands, a Ramsar site on the confluence of the Sutlej and Beas rivers, is facing an existential crisis due to increasing siltation and pollution. ""The wetlands are choked with invasive weeds, and the water is murky and foul-smelling. Migratory birds that used to flock here in winters have stopped coming,"" says Rajvir, a local naturalist. Conservationists blame the discharge of industrial effluents and domestic waste upstream for the degradation of this globally significant wetland ecosystem.",77,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk discusses the pollution and degradation of a Ramsar-designated wetland, which is an important aquatic ecosystem supporting biodiversity, especially migratory birds - key aspects of SDG 14.",14
7c72c0ce,"Fishermen in Kapurthala district have reported a 50% decline in their catch from the Beas river over the past decade. ""We used to get abundant catla, rohu and other table fish. But now the river is choked with water hyacinth and dominated by inferior species like carp that can tolerate pollution,"" says Bhupinder, a local fisherman. Authorities blame the discharge of untreated industrial effluents and domestic sewage from towns upstream for the deterioration of the river's aquatic life and fish stocks.",81,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk discusses the declining fish stocks and diversity in a river due to industrial and domestic pollution, which are key issues under SDG 14 on life below water.",14
3397156b,"The once-pristine Ghanaur wetlands in Patiala district are now a garbage dumping ground, choked with plastic waste and invasive weeds. ""These wetlands used to be home to so many birds and aquatic species. But now it's like a wasteland - the water is black and foul-smelling,"" laments Harpreet, a local resident. The state wildlife department has struggled to keep encroachers and polluters at bay, as resources for wetland conservation remain limited.",71,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk discusses the degradation of a wetland ecosystem due to pollution and waste dumping, which impacts its biodiversity - a key aspect of SDG 14.",14
5be67fa0,"Fishermen in Amritsar district have accused the state government of ignoring the plight of the Beas river, which has become a dumping ground for industrial waste. ""We used to catch so many different kinds of fish - rohu, catla, murrel. But now the river is dominated by hardy species like tilapia that can survive pollution. The diversity has crashed, and our livelihoods are in jeopardy,"" says Gurpreet, a local fisherman. Authorities say lack of resources hampers efforts to curb industrial pollution and rejuvenate the river's aquatic ecosystem.",87,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk discusses the declining diversity of fish species in a river due to industrial pollution, as well as the impact on fishermen's livelihoods - key aspects of SDG 14 on life below water.",14
6dd0c593,"The Kanjli wetlands in Kapurthala district, once home to a variety of migratory birds, are now choked with invasive weeds and polluted by industrial effluents. ""The water is black and foul-smelling. We used to see so many different species of ducks, geese and waders here. But now there are hardly any birds left,"" laments Sukhwinder, a local nature guide. Conservationists blame the state government's apathy and lack of funds for the rapid degradation of this ecologically significant wetland.",78,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk discusses the pollution and degradation of a wetland ecosystem, which impacts its biodiversity, especially migratory bird populations - key aspects of SDG 14.",14
f8c040f6,"Fishermen in Ludhiana district are up in arms against the Punjab government's plans to construct a barrage on the Sutlej river. ""This will disrupt the natural flow and breeding patterns of fish. We depend on the Sutlej for our livelihoods - the barrage will destroy our traditional fishing grounds,"" says Jaswinder, a local fisherman. Authorities argue the barrage is necessary for irrigation and flood control, but promise to compensate affected fishing communities.",72,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk discusses the potential impact of a dam/barrage project on a river, which can disrupt aquatic ecosystems and fisheries - key aspects of SDG 14 on life below water.",14
febae398,"The Satluj Yamuna Link (SYL) canal project has faced fierce protests from farmers and environmentalists in Punjab. ""The canal will divert vital water from the Sutlej and Beas rivers, depleting these already polluted waterways. This will devastate aquatic life and destroy the livelihoods of thousands of fishermen,"" says Kuldeep, an environmental activist. The state government has refused to share its river waters, arguing it will cripple agriculture and affect food security.",71,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk discusses the potential impact of a major water diversion project on rivers, which can deplete water resources and harm aquatic ecosystems and fisheries - key aspects of SDG 14.",14
627d0019,"Villagers in Muktsar district are up in arms against the discharge of untreated effluents from a nearby dyeing unit into a community pond. ""The pond water has turned black and toxic, killing all the fish. Our buffaloes refuse to drink from it, and the vegetables we grow with this water are unsafe to eat,"" says Kulwant, a local farmer. The state pollution control board has issued a notice to the unit, but locals say political connections have shielded the polluters from any real action so far.",86,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk discusses the pollution of a community pond by industrial discharge, which impacts its use for irrigation, livestock, and potentially food production - all of which are related to SDG 14 on life below water.",14
b0774fc3,"Fishermen in Bathinda district have reported a sharp decline in their catch from the Ghaggar river in recent years. ""We used to get abundant rohu, catla and other table fish. But now the river is dominated by inferior species like carp that can tolerate pollution,"" says Ranjit, a local fisherman. Authorities blame the discharge of untreated effluents from nearby textile units and the lack of enforcement against polluters for the deterioration of the river's aquatic life and fish stocks.",79,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk discusses the declining fish stocks and diversity in a river due to industrial pollution, which are key issues under SDG 14 on life below water.",14
975691ab,"The once-pristine Keshopur Chhamb wetlands in Gurdaspur district have become a dumping ground for plastic waste and industrial effluents. ""These wetlands used to be a haven for migratory birds, but now the water is choked with invasive weeds and the stench is unbearable,"" laments Gurmeet, a local nature guide. Conservationists blame the lack of funds and political will for the neglect of this ecologically significant wetland ecosystem.",67,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk discusses the pollution and degradation of a wetland ecosystem, which impacts its biodiversity, especially migratory bird populations - key aspects of SDG 14.",14
41b6fd8b,"In the villages along the Sutlej river, fishermen are struggling to make a living. The once-abundant fish population has dwindled due to industrial waste and chemical effluents being discharged directly into the river. ""We used to catch a variety of fish - rohu, catla, and even the famous Punjabi mahaseer. But now, the water is dark and polluted, and we're lucky to find a few small fish,"" laments Balbir Singh, a third-generation fisherman.",73,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk focuses on the impact of river pollution on fisheries and aquatic life, which is directly related to SDG 14 on Life Below Water.",14
3fc8e84f,"The once-pristine Ghaggar river, which flows through Patiala district, has become a dumping ground for industrial effluents and untreated sewage. ""The water has turned black and emits a foul smell. Our cattle refuse to drink from the river now,"" says Kulwinder Kaur, a resident of Ghanaur village. Environmentalists warn that the pollution is destroying the river's delicate ecosystem and threatening the livelihood of thousands of fishermen.",66,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk focuses on the impact of industrial and sewage pollution on a river ecosystem, which is directly relevant to SDG 14 on Life Below Water.",14
7fb0966f,"In the village of Dharamkot, near the Beas river, the local pond has become a breeding ground for mosquitoes and a source of waterborne diseases. ""Earlier, the pond was full of fish and lotus flowers. Now, it's just a stagnant pool of green, foul-smelling water,"" says Jasvir Kaur, a resident. Authorities blame the pollution on nearby dyeing factories, which are illegally dumping their chemical waste into the pond.",68,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk focuses on the pollution of a local water body, which is directly relevant to SDG 14 on Life Below Water.",14
f9e6d5d7,"The Sutlej river, which originates in the Himalayas and flows through the heart of Punjab, has become a dumping ground for industrial waste and sewage. ""The water is no longer fit for drinking or irrigation. We've seen a sharp decline in the variety and quantity of fish,"" says Gurmeet Singh, a farmer in Ludhiana district. Environmentalists warn that the pollution is threatening the river's delicate ecosystem and the livelihoods of thousands of people who depend on it.",77,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk focuses on the impact of industrial and sewage pollution on a major river, which is directly relevant to SDG 14 on Life Below Water.",14
9c55bd7a,"The Harike Wetland, a Ramsar site and an important habitat for migratory birds, is facing a grave threat from pollution. ""The water is murky and choked with weeds. We've seen a sharp decline in the number of waterfowl and fish,"" says Harjinder Singh, a local birder. Authorities blame the pollution on the discharge of untreated effluents from nearby textile and dyeing units. Conservationists warn that the wetland's unique biodiversity is at risk unless urgent action is taken.",77,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk focuses on the pollution and degradation of a wetland ecosystem, which is directly relevant to SDG 14 on Life Below Water.",14
c0080cdf,"In the village of Nangal, near the Sutlej river, the local fishermen are struggling to make a living. ""We used to catch a variety of fish, including the famous Punjabi mahaseer. But now, the water is polluted, and we're lucky to find a few small fish,"" says Sukhdev Singh, a third-generation fisherman. Authorities have promised to crack down on the illegal discharge of industrial effluents, but locals say more needs to be done to protect the river's aquatic life.",79,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk focuses on the impact of river pollution on fisheries and aquatic life, which is directly relevant to SDG 14 on Life Below Water.",14
5789c6a5,"The Ghaggar river, which flows through the Malwa region of Punjab, has become a dumping ground for industrial waste and untreated sewage. ""The water has turned black and emits a foul smell. We've seen a sharp decline in the number of fish and other aquatic life,"" says Balwinder Singh, a resident of Bathinda district. Environmentalists warn that the pollution is threatening the river's delicate ecosystem and the livelihoods of thousands of people who depend on it.",76,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk focuses on the impact of industrial and sewage pollution on a river ecosystem, which is directly relevant to SDG 14 on Life Below Water.",14
3e32d4e6,"In the village of Fazilka, near the India-Pakistan border, the local pond has become a breeding ground for mosquitoes and a source of waterborne diseases. ""Earlier, the pond was full of fish and lotus flowers. Now, it's just a stagnant pool of green, foul-smelling water,"" says Jasvinder Kaur, a resident. Authorities blame the pollution on nearby dyeing factories, which are illegally dumping their chemical waste into the pond.",68,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk focuses on the pollution of a local water body, which is directly relevant to SDG 14 on Life Below Water.",14
67721a0a,"The Beas river, which flows through the heart of Punjab, has become a dumping ground for industrial waste and sewage. ""The water is no longer fit for drinking or irrigation. We've seen a sharp decline in the variety and quantity of fish,"" says Gurpreet Kaur, a farmer in Amritsar district. Environmentalists warn that the pollution is threatening the river's delicate ecosystem and the livelihoods of thousands of people who depend on it.",72,en,synthetic_sdg14,synthetic,2026-05-13,[14],14,,high,"This chunk focuses on the impact of industrial and sewage pollution on a major river, which is directly relevant to SDG 14 on Life Below Water.",14
